University,WorldRank,Year,Country
University of Pavia,301,2018,Italy
University of Surrey,301,2018,United Kingdom
University of Porto,301,2013,Portugal
University of Rhode Island,301,2013,United States
University of York,301,2018,United Kingdom
Vrije University Brussel,301,2013,Belgium
University of Naples Federico II,301,2016,Italy
University of Tehran,301,2016,"Iran, Islamic Rep. of"
Ecole Polytechnique,301,2014,France
Drexel University,301,2014,United States
Indiana University-Purdue University at Indianapolis,301,2014,United States
University of Exeter,301,2011,United Kingdom
University of Vermont,301,2014,United States
Nankai University,301,2015,China
Lanzhou University,301,2015,China
University of Valencia,301,2015,Spain
University of Ulm,301,2015,Germany
State University of New York Health Science Center at Brooklyn,301,2005,United States
University of Wyoming,301,2005,United States
Scuola Normale Superiore - Pisa,301,2005,Italy
University of Perugia,301,2005,Italy
Eotvos Lorand University,301,2006,Hungary
Indiana University-Purdue University at Indianapolis,301,2006,United States
Technical University of Braunschweig,301,2006,Germany
University of New Hampshire - Durham,301,2006,United States
Shanghai Jiao Tong University,301,2005,China
University of Bergen,301,2005,Norway
University of Bielefeld,301,2005,Germany
The University of Texas at Dallas,301,2006,United States
University of Naples Federico II,301,2010,Italy
University of Wollongong,301,2010,Australia
Ben-Gurion University of the Negev,301,2010,Israel
University of Turku,301,2010,Finland
Saint Louis University,301,2010,United States
Wake Forest University,301,2011,United States
Southeast University,301,2015,China
University of Malaya,301,2015,Malaysia
Kobe University,301,2015,Japan
National Chiao Tung University,301,2015,"Taiwan, China"
University of Oregon,301,2015,United States
University of Central Florida,301,2015,United States
Hiroshima University,301,2014,Japan
China Agricultural University,301,2014,China
Jilin University,301,2012,China
University of Naples Federico II,301,2012,Italy
Autonomous University of Barcelona,301,2017,Spain
Autonomous University of Madrid,301,2017,Spain
City University of Hong Kong,301,2013,China
Dalhousie University,301,2016,Canada
Ocean University of China,301,2017,China
Stony Brook University,301,2018,United States
The University of Texas Health Science Center at San Antonio,301,2018,United States
University of Chile,301,2018,Chile
The University of Reading,301,2013,United Kingdom
The University of Texas at Dallas,301,2016,United States
University of Colorado at Denver,301,2016,United States
University of Vermont,301,2018,United States
University of Ulm,301,2013,Germany
University of South Carolina - Columbia,301,2016,United States
James Cook University,301,2012,Australia
King Abdulaziz University,301,2012,Saudi Arabia
Saint Louis University,301,2012,United States
Aalto University,301,2018,Finland
Boston College,301,2018,United States
Dalhousie University,301,2017,Canada
Nankai University,301,2018,China
Pohang University of Science and Technology,301,2013,"Korea, Republic of"
State University of New York Health Science Center at Brooklyn,301,2013,United States
The Hong Kong Polytechnic University,301,2016,China
University of Technology Sydney,301,2018,Australia
University of Wollongong,301,2016,Australia
Vienna University of Technology,301,2005,Austria
Nihon University,301,2005,Japan
University of Greifswald,301,2005,Germany
Nanyang Technological University,301,2006,Singapore
Pohang University of Science and Technology,301,2006,"Korea, Republic of"
Fudan University,301,2006,China
Texas Tech University,301,2006,United States
Dresden University of Technology,301,2006,Germany
University of Graz,301,2006,Austria
National Cheng Kung University,301,2006,"Taiwan, China"
Georgetown University,301,2010,United States
Sichuan University,301,2010,China
Aristotle University of Thessaloniki,301,2010,Greece
University of Warsaw,301,2011,Poland
Hiroshima University,301,2011,Japan
Sun Yat-sen University,301,2011,"Taiwan, China"
University of Regensburg,301,2011,Germany
Complutense University of Madrid,301,2014,Spain
The University of Texas Health Science Center at San Antonio,301,2014,United States
Hannover Medical School,301,2014,Germany
"The University of Newcastle, Australia",301,2015,Australia
Georgetown University,301,2012,United States
Tulane University,301,2012,United States
Brandeis University,301,2017,United States
University of Warsaw,301,2012,Poland
Aristotle University of Thessaloniki,301,2013,Greece
Indian Institute of Science,301,2013,India
Medical University of South Carolina,301,2013,United States
Federal University of Rio de Janeiro,301,2016,Brazil
Swinburne University of Technology,301,2017,Australia
"The University of Newcastle, Australia",301,2018,Australia
Tongji University,301,2018,China
University of Duesseldorf,301,2018,Germany
The University of Montana - Missoula,301,2013,United States
"The University of Newcastle, Australia",301,2016,Australia
University of Stuttgart,301,2017,Germany
University of Perugia,301,2013,Italy
University of Milan - Bicocca,301,2016,Italy
Wuhan University,301,2015,China
University of Wyoming,301,2015,United States
University of Warsaw,301,2015,Poland
National Chiao Tung University,301,2014,"Taiwan, China"
University of Warsaw,301,2010,Poland
Tokyo Medical and Dental University,301,2010,Japan
The University of Texas at Dallas,301,2011,United States
City University of Hong Kong,301,2011,"Hong Kong, China"
Wayne State University,301,2011,United States
Georgetown University,301,2011,United States
Istanbul University,301,2011,Turkey
Shandong University,301,2011,China
Sao Paulo State University,301,2011,Brazil
China Agricultural University,301,2012,China
The University of Montana - Missoula,301,2012,United States
Hannover Medical School,301,2017,Germany
Keio University,301,2017,Japan
National and Kapodistrian University of Athens,301,2017,Greece
Dalian University of Technology,301,2016,China
RMIT University,301,2018,Australia
Linkoping University,301,2013,Sweden
Saint Petersburg State University,301,2017,Russian Federation
Saint Petersburg State University,301,2016,Russian Federation
University of Twente,301,2017,Netherlands
Yonsei University,301,2018,"Korea, Republic of"
Fudan University,301,2005,China
Dresden University of Technology,301,2005,Germany
Aristotle University of Thessaloniki,301,2006,Greece
University of Naples Federico II,301,2006,Italy
Sungkyunkwan University,301,2006,"Korea, Republic of"
University of Bochum,301,2015,Germany
Thomas Jefferson University,301,2015,United States
Kyung Hee University,301,2015,"Korea, Republic of"
University of Montana - Missoula,301,2015,United States
University of Newcastle,301,2011,Australia
The Hong Kong Polytechnic University,301,2014,China
University of Colorado at Denver,301,2014,United States
Beihang University,301,2014,China
University of Naples Federico II,301,2014,Italy
Dresden University of Technology,301,2010,Germany
Thomas Jefferson University,301,2010,United States
University of Graz,301,2010,Austria
Kobe University,301,2010,Japan
University of Konstanz,301,2010,Germany
University of Regensburg,301,2012,Germany
University of the Basque Country,301,2012,Spain
China Agricultural University,301,2018,China
Bar-Ilan University,301,2013,Israel
Eindhoven University of Technology,301,2017,Netherlands
Chang Gung University,301,2013,China
Federal University of Rio de Janeiro,301,2013,Brazil
Griffith University,301,2013,Australia
Keio University,301,2013,Japan
Ecole Normale Superieure - Lyon,301,2016,France
"The University of Newcastle, Australia",301,2017,Australia
The University of Texas Health Science Center at Houston,301,2018,United States
Okayama University,301,2013,Japan
"University at Buffalo, the State University of New York",301,2018,United States
University of Duisburg-Essen,301,2018,Germany
Tokyo Medical and Dental University,301,2013,Japan
Technical University of Berlin,301,2016,Germany
The George Washington University,301,2016,United States
University of Southern Denmark,301,2018,Denmark
University of Oklahoma - Norman,301,2013,United States
University of the Witwatersrand,301,2013,South Africa
University of North Texas,301,2016,United States
University of Twente,301,2016,Netherlands
Virginia Polytechnic Institute and State University,301,2016,United States
Wuhan University,301,2016,China
Eotvos Lorand University,301,2005,Hungary
University of Ulm,301,2005,Germany
University of the Witwatersrand,301,2005,South Africa
Niigata University,301,2005,Japan
The Open University,301,2005,United Kingdom
Simon Fraser University,301,2006,Canada
University of Central Florida,301,2006,United States
University of Oklahoma - Norman,301,2005,United States
Industrial Physics and Chemistry Higher Educational Institution - Paris,301,2005,France
Brigham Young University,301,2006,United States
University of Perugia,301,2006,Italy
Nihon University,301,2006,Japan
China Medical University,301,2015,China
University of Naples Federico II,301,2015,Italy
Tianjin University,301,2015,China
Indian Institute of Science,301,2015,India
University of Roma - Tor Vergata,301,2011,Italy
University of Paris Dauphine (Paris 9),301,2014,France
University of Duesseldorf,301,2014,Germany
Jagiellonian University,301,2014,Poland
Federal University of Minas Gerais,301,2012,Brazil
National and Kapodistrian University of Athens,301,2012,Greece
